Level,EXP Needed,Level,EXP Needed,Level,EXP Needed,Level,EXP Needed,Level,EXP Needed,Level,EXP Needed,Level,EXP Needed,Level,EXP Needed,Level,EXP Needed,Level,EXP Needed
1146,1656000000,,,,,,,,,,,,,,,,,,
1147,1657440000,,,,,,,,,,,,,,,,,,
1148,1658880000,,,,,,,,,,,,,,,,,,
1149,1660320000,,,,,,,,,,,,,,,,,,
1150,1661760000,,,,,,,,,,,,,,,,,,
1151,1663200000,,,,,,,,,,,,,,,,,,
1152,1664640000,,,,,,,,,,,,,,,,,,
1153,1666080000,,,,,,,,,,,,,,,,,,
1154,1667520000,,,,,,,,,,,,,,,,,,
1155,1668960000,,,,,,,,,,,,,,,,,,
1156,1670400000,,,,,,,,,,,,,,,,,,
1157,1671840000,,,,,,,,,,,,,,,,,,
1158,1673280000,,,,,,,,,,,,,,,,,,
1159,1674720000,,,,,,,,,,,,,,,,,,
1160,1676160000,,,,,,,,,,,,,,,,,,
1161,1677600000,,,,,,,,,,,,,,,,,,
1162,1679040000,,,,,,,,,,,,,,,,,,
1163,1680480000,,,,,,,,,,,,,,,,,,
1164,1681920000,,,,,,,,,,,,,,,,,,
1165,1683360000,,,,,,,,,,,,,,,,,,
1166,1684800000,,,,,,,,,,,,,,,,,,
1167,1686240000,,,,,,,,,,,,,,,,,,
1168,1687680000,,,,,,,,,,,,,,,,,,
1169,1689120000,,,,,,,,,,,,,,,,,,
1170,1690560000,,,,,,,,,,,,,,,,,,
1171,1692000000,,,,,,,,,,,,,,,,,,
1172,1693440000,,,,,,,,,,,,,,,,,,
1173,1694880000,,,,,,,,,,,,,,,,,,
1174,1696320000,,,,,,,,,,,,,,,,,,
1175,1697760000,,,,,,,,,,,,,,,,,,
1176,1699200000,,,,,,,,,,,,,,,,,,
1177,1700640000,,,,,,,,,,,,,,,,,,
1178,1702080000,,,,,,,,,,,,,,,,,,
1179,1703520000,,,,,,,,,,,,,,,,,,
1180,1704960000,,,,,,,,,,,,,,,,,,
1181,1706400000,,,,,,,,,,,,,,,,,,
1182,1707840000,,,,,,,,,,,,,,,,,,
1183,1709280000,,,,,,,,,,,,,,,,,,
1184,1710720000,,,,,,,,,,,,,,,,,,
1185,1712160000,,,,,,,,,,,,,,,,,,
1186,1713600000,,,,,,,,,,,,,,,,,,
1187,1715040000,,,,,,,,,,,,,,,,,,
1188,1716480000,,,,,,,,,,,,,,,,,,
1189,1717920000,,,,,,,,,,,,,,,,,,
1190,1719360000,,,,,,,,,,,,,,,,,,
1191,1720800000,,,,,,,,,,,,,,,,,,
1192,1722240000,,,,,,,,,,,,,,,,,,
1193,1723680000,,,,,,,,,,,,,,,,,,
1194,1725120000,,,,,,,,,,,,,,,,,,
1195,1726560000,,,,,,,,,,,,,,,,,,
1196,1728000000,,,,,,,,,,,,,,,,,,
1197,1729440000,,,,,,,,,,,,,,,,,,
1198,1730880000,,,,,,,,,,,,,,,,,,
1199,1732320000,,,,,,,,,,,,,,,,,,
1200,1733760000,,,,,,,,,,,,,,,,,,
1201,1735200000,,,,,,,,,,,,,,,,,,
1202,1736640000,,,,,,,,,,,,,,,,,,
1203,1738080000,,,,,,,,,,,,,,,,,,
1204,1739520000,,,,,,,,,,,,,,,,,,
1205,1740960000,,,,,,,,,,,,,,,,,,
1206,1742400000,,,,,,,,,,,,,,,,,,
1207,1743840000,,,,,,,,,,,,,,,,,,
1208,1745280000,,,,,,,,,,,,,,,,,,
1209,1746720000,,,,,,,,,,,,,,,,,,
1210,1748160000,,,,,,,,,,,,,,,,,,
1211,1749600000,,,,,,,,,,,,,,,,,,
1212,1751040000,,,,,,,,,,,,,,,,,,
1213,1752480000,,,,,,,,,,,,,,,,,,
1214,1753920000,,,,,,,,,,,,,,,,,,
1215,1755360000,,,,,,,,,,,,,,,,,,
1216,1756800000,,,,,,,,,,,,,,,,,,
1217,1758240000,,,,,,,,,,,,,,,,,,
1218,1759680000,,,,,,,,,,,,,,,,,,
1219,1761120000,,,,,,,,,,,,,,,,,,
1220,1762560000,,,,,,,,,,,,,,,,,,
1221,1764000000,,,,,,,,,,,,,,,,,,
1222,1765440000,,,,,,,,,,,,,,,,,,
1223,1766880000,,,,,,,,,,,,,,,,,,
1224,1768320000,,,,,,,,,,,,,,,,,,
1225,1769760000,,,,,,,,,,,,,,,,,,
1226,1771200000,,,,,,,,,,,,,,,,,,
1227,1772640000,,,,,,,,,,,,,,,,,,
1228,1774080000,,,,,,,,,,,,,,,,,,
1229,1775520000,,,,,,,,,,,,,,,,,,
1230,1776960000,,,,,,,,,,,,,,,,,,
1231,1778400000,,,,,,,,,,,,,,,,,,
1232,1779840000,,,,,,,,,,,,,,,,,,
1233,1781280000,,,,,,,,,,,,,,,,,,
1234,1782720000,,,,,,,,,,,,,,,,,,
1235,1784160000,,,,,,,,,,,,,,,,,,
1236,1785600000,,,,,,,,,,,,,,,,,,
1237,1787040000,,,,,,,,,,,,,,,,,,
1238,1788480000,,,,,,,,,,,,,,,,,,
1239,1789920000,,,,,,,,,,,,,,,,,,
1240,1791360000,,,,,,,,,,,,,,,,,,
1241,1792800000,,,,,,,,,,,,,,,,,,
1242,1794240000,,,,,,,,,,,,,,,,,,
1243,1795680000,,,,,,,,,,,,,,,,,,
1244,1797120000,,,,,,,,,,,,,,,,,,
1245,1798560000,,,,,,,,,,,,,,,,,,
1246,1800000000,,,,,,,,,,,,,,,,,,
1247,1801440000,,,,,,,,,,,,,,,,,,
1248,1802880000,,,,,,,,,,,,,,,,,,
1249,1804320000,,,,,,,,,,,,,,,,,,
1250,1805760000,,,,,,,,,,,,,,,,,,
1251,1807200000,,,,,,,,,,,,,,,,,,
1252,1808640000,,,,,,,,,,,,,,,,,,
1253,1810080000,,,,,,,,,,,,,,,,,,
1254,1811520000,,,,,,,,,,,,,,,,,,
1255,1812960000,,,,,,,,,,,,,,,,,,
1256,1814400000,,,,,,,,,,,,,,,,,,
1257,1815840000,,,,,,,,,,,,,,,,,,
1258,1817280000,,,,,,,,,,,,,,,,,,
1259,1818720000,,,,,,,,,,,,,,,,,,
1260,1820160000,,,,,,,,,,,,,,,,,,
1261,1821600000,,,,,,,,,,,,,,,,,,
1262,1823040000,,,,,,,,,,,,,,,,,,
1263,1824480000,,,,,,,,,,,,,,,,,,
1264,1825920000,,,,,,,,,,,,,,,,,,
1265,1827360000,,,,,,,,,,,,,,,,,,
1266,1828800000,,,,,,,,,,,,,,,,,,
1267,1830240000,,,,,,,,,,,,,,,,,,
1268,1831680000,,,,,,,,,,,,,,,,,,
1269,1833120000,,,,,,,,,,,,,,,,,,
1270,1834560000,,,,,,,,,,,,,,,,,,
1271,1836000000,,,,,,,,,,,,,,,,,,
1272,1837440000,,,,,,,,,,,,,,,,,,
1273,1838880000,,,,,,,,,,,,,,,,,,
1274,1840320000,,,,,,,,,,,,,,,,,,
1275,1841760000,,,,,,,,,,,,,,,,,,
1276,1843200000,,,,,,,,,,,,,,,,,,
1277,1844640000,,,,,,,,,,,,,,,,,,
1278,1846080000,,,,,,,,,,,,,,,,,,
1279,1847520000,,,,,,,,,,,,,,,,,,
1280,1848960000,,,,,,,,,,,,,,,,,,
1281,1850400000,,,,,,,,,,,,,,,,,,
1282,1851840000,,,,,,,,,,,,,,,,,,
1283,1853280000,,,,,,,,,,,,,,,,,,
1284,1854720000,,,,,,,,,,,,,,,,,,
1285,1856160000,,,,,,,,,,,,,,,,,,
1286,1857600000,,,,,,,,,,,,,,,,,,
1287,1859040000,,,,,,,,,,,,,,,,,,
1288,1860480000,,,,,,,,,,,,,,,,,,
1289,1861920000,,,,,,,,,,,,,,,,,,
1290,1863360000,,,,,,,,,,,,,,,,,,
1291,1864800000,,,,,,,,,,,,,,,,,,
1292,1866240000,,,,,,,,,,,,,,,,,,
1293,1867680000,,,,,,,,,,,,,,,,,,
1294,1869120000,,,,,,,,,,,,,,,,,,
1295,1870560000,,,,,,,,,,,,,,,,,,
1296,1872000000,,,,,,,,,,,,,,,,,,
1297,1873440000,,,,,,,,,,,,,,,,,,
1298,1874880000,,,,,,,,,,,,,,,,,,
1299,1876320000,,,,,,,,,,,,,,,,,,
1300,1877760000,,,,,,,,,,,,,,,,,,
1301,1879200000,,,,,,,,,,,,,,,,,,
1302,1880640000,,,,,,,,,,,,,,,,,,
1303,1882080000,,,,,,,,,,,,,,,,,,
1304,1883520000,,,,,,,,,,,,,,,,,,
1305,1884960000,,,,,,,,,,,,,,,,,,
1306,1886400000,,,,,,,,,,,,,,,,,,
1307,1887840000,,,,,,,,,,,,,,,,,,
1308,1889280000,,,,,,,,,,,,,,,,,,
1309,1890720000,,,,,,,,,,,,,,,,,,
1310,1892160000,,,,,,,,,,,,,,,,,,
1311,1893600000,,,,,,,,,,,,,,,,,,
1312,1895040000,,,,,,,,,,,,,,,,,,
1313,1896480000,,,,,,,,,,,,,,,,,,
1314,1897920000,,,,,,,,,,,,,,,,,,
1315,1899360000,,,,,,,,,,,,,,,,,,
1316,1900800000,,,,,,,,,,,,,,,,,,
1317,1902240000,,,,,,,,,,,,,,,,,,
1318,1903680000,,,,,,,,,,,,,,,,,,
1319,1905120000,,,,,,,,,,,,,,,,,,
1320,1906560000,,,,,,,,,,,,,,,,,,
1321,1908000000,,,,,,,,,,,,,,,,,,
1322,1909440000,,,,,,,,,,,,,,,,,,
1323,1910880000,,,,,,,,,,,,,,,,,,
1324,1912320000,,,,,,,,,,,,,,,,,,
1325,1913760000,,,,,,,,,,,,,,,,,,
1326,1915200000,,,,,,,,,,,,,,,,,,
1327,1916640000,,,,,,,,,,,,,,,,,,
1328,1918080000,,,,,,,,,,,,,,,,,,
1329,1919520000,,,,,,,,,,,,,,,,,,
1330,1920960000,,,,,,,,,,,,,,,,,,
1331,1922400000,,,,,,,,,,,,,,,,,,
1332,1923840000,,,,,,,,,,,,,,,,,,
1333,1925280000,,,,,,,,,,,,,,,,,,
1334,1926720000,,,,,,,,,,,,,,,,,,
1335,1928160000,,,,,,,,,,,,,,,,,,
1336,1929600000,,,,,,,,,,,,,,,,,,
1337,1931040000,,,,,,,,,,,,,,,,,,
1338,1932480000,,,,,,,,,,,,,,,,,,
1339,1933920000,,,,,,,,,,,,,,,,,,
1340,1935360000,,,,,,,,,,,,,,,,,,
1341,1936800000,,,,,,,,,,,,,,,,,,
1342,1938240000,,,,,,,,,,,,,,,,,,
1343,1939680000,,,,,,,,,,,,,,,,,,
1344,1941120000,,,,,,,,,,,,,,,,,,
1345,1942560000,,,,,,,,,,,,,,,,,,
1346,1944000000,,,,,,,,,,,,,,,,,,
1347,1945440000,,,,,,,,,,,,,,,,,,
1348,1946880000,,,,,,,,,,,,,,,,,,
1349,1948320000,,,,,,,,,,,,,,,,,,
1350,1949760000,,,,,,,,,,,,,,,,,,
1351,1951200000,,,,,,,,,,,,,,,,,,
1352,1952640000,,,,,,,,,,,,,,,,,,
1353,1954080000,,,,,,,,,,,,,,,,,,
1354,1955520000,,,,,,,,,,,,,,,,,,
1355,1956960000,,,,,,,,,,,,,,,,,,
1356,1958400000,,,,,,,,,,,,,,,,,,
1357,1959840000,,,,,,,,,,,,,,,,,,
1358,1961280000,,,,,,,,,,,,,,,,,,
1359,1962720000,,,,,,,,,,,,,,,,,,
1360,1964160000,,,,,,,,,,,,,,,,,,
1361,1965600000,,,,,,,,,,,,,,,,,,
1362,1967040000,,,,,,,,,,,,,,,,,,
1363,1968480000,,,,,,,,,,,,,,,,,,
1364,1969920000,,,,,,,,,,,,,,,,,,
1365,1971360000,,,,,,,,,,,,,,,,,,
1366,1972800000,,,,,,,,,,,,,,,,,,
1367,1974240000,,,,,,,,,,,,,,,,,,
1368,1975680000,,,,,,,,,,,,,,,,,,
1369,1977120000,,,,,,,,,,,,,,,,,,
1370,1978560000,,,,,,,,,,,,,,,,,,
1371,1980000000,,,,,,,,,,,,,,,,,,
1372,1981440000,,,,,,,,,,,,,,,,,,
1373,1982880000,,,,,,,,,,,,,,,,,,
1374,1984320000,,,,,,,,,,,,,,,,,,
1375,1985760000,,,,,,,,,,,,,,,,,,
1376,1987200000,,,,,,,,,,,,,,,,,,
1377,1988640000,,,,,,,,,,,,,,,,,,
1378,1990080000,,,,,,,,,,,,,,,,,,
1379,1991520000,,,,,,,,,,,,,,,,,,
1380,1992960000,,,,,,,,,,,,,,,,,,
1381,1994400000,,,,,,,,,,,,,,,,,,
1382,1995840000,,,,,,,,,,,,,,,,,,
1383,1997280000,,,,,,,,,,,,,,,,,,
1384,1998720000,,,,,,,,,,,,,,,,,,
1385,2000160000,,,,,,,,,,,,,,,,,,
1386,2001600000,,,,,,,,,,,,,,,,,,
1387,2003040000,,,,,,,,,,,,,,,,,,
1388,2004480000,,,,,,,,,,,,,,,,,,
1389,2005920000,,,,,,,,,,,,,,,,,,
1390,2007360000,,,,,,,,,,,,,,,,,,
1391,2008800000,,,,,,,,,,,,,,,,,,
1392,2010240000,,,,,,,,,,,,,,,,,,
1393,2011680000,,,,,,,,,,,,,,,,,,
1394,2013120000,,,,,,,,,,,,,,,,,,
1395,2014560000,,,,,,,,,,,,,,,,,,
1396,2016000000,,,,,,,,,,,,,,,,,,
1397,2017440000,,,,,,,,,,,,,,,,,,
1398,2018880000,,,,,,,,,,,,,,,,,,
1399,2020320000,,,,,,,,,,,,,,,,,,
1400,2021760000,,,,,,,,,,,,,,,,,,
1401,2023200000,,,,,,,,,,,,,,,,,,
1402,2024640000,,,,,,,,,,,,,,,,,,
1403,2026080000,,,,,,,,,,,,,,,,,,
1404,2027520000,,,,,,,,,,,,,,,,,,
1405,2028960000,,,,,,,,,,,,,,,,,,
1406,2030400000,,,,,,,,,,,,,,,,,,
1407,2031840000,,,,,,,,,,,,,,,,,,
1408,2033280000,,,,,,,,,,,,,,,,,,
1409,2034720000,,,,,,,,,,,,,,,,,,
1410,2036160000,,,,,,,,,,,,,,,,,,
1411,2037600000,,,,,,,,,,,,,,,,,,
1412,2039040000,,,,,,,,,,,,,,,,,,
1413,2040480000,,,,,,,,,,,,,,,,,,
1414,2041920000,,,,,,,,,,,,,,,,,,
1415,2043360000,,,,,,,,,,,,,,,,,,
1416,2044800000,,,,,,,,,,,,,,,,,,
1417,2046240000,,,,,,,,,,,,,,,,,,
1418,2047680000,,,,,,,,,,,,,,,,,,
1419,2049120000,,,,,,,,,,,,,,,,,,
1420,2050560000,,,,,,,,,,,,,,,,,,
1421,2052000000,,,,,,,,,,,,,,,,,,
1422,2053440000,,,,,,,,,,,,,,,,,,
1423,2054880000,,,,,,,,,,,,,,,,,,
1424,2056320000,,,,,,,,,,,,,,,,,,
1425,2057760000,,,,,,,,,,,,,,,,,,
1426,2059200000,,,,,,,,,,,,,,,,,,
1427,2060640000,,,,,,,,,,,,,,,,,,
1428,2062080000,,,,,,,,,,,,,,,,,,
1429,2063520000,,,,,,,,,,,,,,,,,,
1430,2064960000,,,,,,,,,,,,,,,,,,
1431,2066400000,,,,,,,,,,,,,,,,,,
1432,2067840000,,,,,,,,,,,,,,,,,,
1433,2069280000,,,,,,,,,,,,,,,,,,
1434,2070720000,,,,,,,,,,,,,,,,,,
1435,2072160000,,,,,,,,,,,,,,,,,,
1436,2073600000,,,,,,,,,,,,,,,,,,
1437,2075040000,,,,,,,,,,,,,,,,,,
1438,2076480000,,,,,,,,,,,,,,,,,,
1439,2077920000,,,,,,,,,,,,,,,,,,
1440,2079360000,,,,,,,,,,,,,,,,,,
1441,2080800000,,,,,,,,,,,,,,,,,,
1442,2082240000,,,,,,,,,,,,,,,,,,
1443,2083680000,,,,,,,,,,,,,,,,,,
1444,2085120000,,,,,,,,,,,,,,,,,,
1445,2086560000,,,,,,,,,,,,,,,,,,
1446,2088000000,,,,,,,,,,,,,,,,,,
1447,2089440000,,,,,,,,,,,,,,,,,,
1448,2090880000,,,,,,,,,,,,,,,,,,
1449,2092320000,,,,,,,,,,,,,,,,,,
1450,2093760000,,,,,,,,,,,,,,,,,,
1451,2095200000,,,,,,,,,,,,,,,,,,
1452,2096640000,,,,,,,,,,,,,,,,,,
1453,2098080000,,,,,,,,,,,,,,,,,,
1454,2099520000,,,,,,,,,,,,,,,,,,
1455,2100960000,,,,,,,,,,,,,,,,,,
1456,2102400000,,,,,,,,,,,,,,,,,,
1457,2103840000,,,,,,,,,,,,,,,,,,
1458,2105280000,,,,,,,,,,,,,,,,,,
1459,2106720000,,,,,,,,,,,,,,,,,,
1460,2108160000,,,,,,,,,,,,,,,,,,
1461,2109600000,,,,,,,,,,,,,,,,,,
1462,2111040000,,,,,,,,,,,,,,,,,,
1463,2112480000,,,,,,,,,,,,,,,,,,
1464,2113920000,,,,,,,,,,,,,,,,,,
1465,2115360000,,,,,,,,,,,,,,,,,,
1466,2116800000,,,,,,,,,,,,,,,,,,
1467,2118240000,,,,,,,,,,,,,,,,,,
1468,2119680000,,,,,,,,,,,,,,,,,,
1469,2121120000,,,,,,,,,,,,,,,,,,
1470,2122560000,,,,,,,,,,,,,,,,,,
1471,2124000000,,,,,,,,,,,,,,,,,,
1472,2125440000,,,,,,,,,,,,,,,,,,
1473,2126880000,,,,,,,,,,,,,,,,,,
1474,2128320000,,,,,,,,,,,,,,,,,,
1475,2129760000,,,,,,,,,,,,,,,,,,
1476,2131200000,,,,,,,,,,,,,,,,,,
1477,2132640000,,,,,,,,,,,,,,,,,,
1478,2134080000,,,,,,,,,,,,,,,,,,
1479,2135520000,,,,,,,,,,,,,,,,,,
1480,2136960000,,,,,,,,,,,,,,,,,,
1481,2138400000,,,,,,,,,,,,,,,,,,
1482,2139840000,,,,,,,,,,,,,,,,,,
1483,2141280000,,,,,,,,,,,,,,,,,,
1484,2142720000,,,,,,,,,,,,,,,,,,
1485,2144160000,,,,,,,,,,,,,,,,,,
1486,2145600000,,,,,,,,,,,,,,,,,,
1487,2147040000,,,,,,,,,,,,,,,,,,
1488,2147483647,,,,,,,,,,,,,,,,,,
1489,2147483647,,,,,,,,,,,,,,,,,,
1490,2147483647,,,,,,,,,,,,,,,,,,
1491,2147483647,,,,,,,,,,,,,,,,,,
1492,2147483647,,,,,,,,,,,,,,,,,,
1493,2147483647,,,,,,,,,,,,,,,,,,
1494,2147483647,,,,,,,,,,,,,,,,,,
1495,2147483647,,,,,,,,,,,,,,,,,,
1496,2147483647,,,,,,,,,,,,,,,,,,
1497,2147483647,,,,,,,,,,,,,,,,,,
1498,2147483647,,,,,,,,,,,,,,,,,,
1499,2147483647,,,,,,,,,,,,,,,,,,
1500,2147483647,,,,,,,,,,,,,,,,,,
1501,2147483647,,,,,,,,,,,,,,,,,,
1502,2147483647,,,,,,,,,,,,,,,,,,
1503,2147483647,,,,,,,,,,,,,,,,,,
1504,2147483647,,,,,,,,,,,,,,,,,,
1505,2147483647,,,,,,,,,,,,,,,,,,
1506,2147483647,,,,,,,,,,,,,,,,,,
1507,2147483647,,,,,,,,,,,,,,,,,,
1508,2147483647,,,,,,,,,,,,,,,,,,
1509,2147483647,,,,,,,,,,,,,,,,,,
1510,2147483647,,,,,,,,,,,,,,,,,,
1511,2147483647,,,,,,,,,,,,,,,,,,
1512,2147483647,,,,,,,,,,,,,,,,,,
1513,2147483647,,,,,,,,,,,,,,,,,,
1514,2147483647,,,,,,,,,,,,,,,,,,
1515,2147483647,,,,,,,,,,,,,,,,,,
1516,2147483647,,,,,,,,,,,,,,,,,,
1517,2147483647,,,,,,,,,,,,,,,,,,
1518,2147483647,,,,,,,,,,,,,,,,,,
1519,2147483647,,,,,,,,,,,,,,,,,,
1520,2147483647,,,,,,,,,,,,,,,,,,
1521,2147483647,,,,,,,,,,,,,,,,,,
1522,2147483647,,,,,,,,,,,,,,,,,,
1523,2147483647,,,,,,,,,,,,,,,,,,
1524,2147483647,,,,,,,,,,,,,,,,,,
1525,2147483647,,,,,,,,,,,,,,,,,,
1526,2147483647,,,,,,,,,,,,,,,,,,
1527,2147483647,,,,,,,,,,,,,,,,,,
1528,2147483647,,,,,,,,,,,,,,,,,,
1529,2147483647,,,,,,,,,,,,,,,,,,
1530,2147483647,,,,,,,,,,,,,,,,,,
1531,2147483647,,,,,,,,,,,,,,,,,,
1532,2147483647,,,,,,,,,,,,,,,,,,
1533,2147483647,,,,,,,,,,,,,,,,,,
1534,2147483647,,,,,,,,,,,,,,,,,,
1535,2147483647,,,,,,,,,,,,,,,,,,
1536,2147483647,,,,,,,,,,,,,,,,,,
1537,2147483647,,,,,,,,,,,,,,,,,,
1538,2147483647,,,,,,,,,,,,,,,,,,
1539,2147483647,,,,,,,,,,,,,,,,,,
1540,2147483647,,,,,,,,,,,,,,,,,,
1541,2147483647,,,,,,,,,,,,,,,,,,
1542,2147483647,,,,,,,,,,,,,,,,,,
1543,2147483647,,,,,,,,,,,,,,,,,,
1544,2147483647,,,,,,,,,,,,,,,,,,
1545,2147483647,,,,,,,,,,,,,,,,,,
1546,2147483647,,,,,,,,,,,,,,,,,,
1547,2147483647,,,,,,,,,,,,,,,,,,
1548,2147483647,,,,,,,,,,,,,,,,,,
1549,2147483647,,,,,,,,,,,,,,,,,,
1550,2147483647,,,,,,,,,,,,,,,,,,
1551,2147483647,,,,,,,,,,,,,,,,,,
1552,2147483647,,,,,,,,,,,,,,,,,,
1553,2147483647,,,,,,,,,,,,,,,,,,
1554,2147483647,,,,,,,,,,,,,,,,,,
1555,2147483647,,,,,,,,,,,,,,,,,,
1556,2147483647,,,,,,,,,,,,,,,,,,
1557,2147483647,,,,,,,,,,,,,,,,,,
1558,2147483647,,,,,,,,,,,,,,,,,,
1559,2147483647,,,,,,,,,,,,,,,,,,
1560,2147483647,,,,,,,,,,,,,,,,,,
1561,2147483647,,,,,,,,,,,,,,,,,,
1562,2147483647,,,,,,,,,,,,,,,,,,
1563,2147483647,,,,,,,,,,,,,,,,,,
1564,2147483647,,,,,,,,,,,,,,,,,,
1565,2147483647,,,,,,,,,,,,,,,,,,
1566,2147483647,,,,,,,,,,,,,,,,,,
1567,2147483647,,,,,,,,,,,,,,,,,,
1568,2147483647,,,,,,,,,,,,,,,,,,
1569,2147483647,,,,,,,,,,,,,,,,,,
1570,2147483647,,,,,,,,,,,,,,,,,,
1571,2147483647,,,,,,,,,,,,,,,,,,
1572,2147483647,,,,,,,,,,,,,,,,,,
1573,2147483647,,,,,,,,,,,,,,,,,,
1574,2147483647,,,,,,,,,,,,,,,,,,
1575,2147483647,,,,,,,,,,,,,,,,,,
1576,2147483647,,,,,,,,,,,,,,,,,,
1577,2147483647,,,,,,,,,,,,,,,,,,
1578,2147483647,,,,,,,,,,,,,,,,,,
1579,2147483647,,,,,,,,,,,,,,,,,,
1580,2147483647,,,,,,,,,,,,,,,,,,
1581,2147483647,,,,,,,,,,,,,,,,,,
1582,2147483647,,,,,,,,,,,,,,,,,,
1583,2147483647,,,,,,,,,,,,,,,,,,
1584,2147483647,,,,,,,,,,,,,,,,,,
1585,2147483647,,,,,,,,,,,,,,,,,,
1586,2147483647,,,,,,,,,,,,,,,,,,
1587,2147483647,,,,,,,,,,,,,,,,,,
1588,2147483647,,,,,,,,,,,,,,,,,,
1589,2147483647,,,,,,,,,,,,,,,,,,
1590,2147483647,,,,,,,,,,,,,,,,,,
1591,2147483647,,,,,,,,,,,,,,,,,,
1592,2147483647,,,,,,,,,,,,,,,,,,
1593,2147483647,,,,,,,,,,,,,,,,,,
1594,2147483647,,,,,,,,,,,,,,,,,,
1595,2147483647,,,,,,,,,,,,,,,,,,
1596,2147483647,,,,,,,,,,,,,,,,,,
1597,2147483647,,,,,,,,,,,,,,,,,,
1598,2147483647,,,,,,,,,,,,,,,,,,
1599,2147483647,,,,,,,,,,,,,,,,,,
1600,2147483647,,,,,,,,,,,,,,,,,,
1601,2147483647,,,,,,,,,,,,,,,,,,
1602,2147483647,,,,,,,,,,,,,,,,,,
1603,2147483647,,,,,,,,,,,,,,,,,,
1604,2147483647,,,,,,,,,,,,,,,,,,
1605,2147483647,,,,,,,,,,,,,,,,,,
1606,2147483647,,,,,,,,,,,,,,,,,,
1607,2147483647,,,,,,,,,,,,,,,,,,
1608,2147483647,,,,,,,,,,,,,,,,,,
1609,2147483647,,,,,,,,,,,,,,,,,,
1610,2147483647,,,,,,,,,,,,,,,,,,
1611,2147483647,,,,,,,,,,,,,,,,,,
1612,2147483647,,,,,,,,,,,,,,,,,,
1613,2147483647,,,,,,,,,,,,,,,,,,
1614,2147483647,,,,,,,,,,,,,,,,,,
1615,2147483647,,,,,,,,,,,,,,,,,,
1616,2147483647,,,,,,,,,,,,,,,,,,
1617,2147483647,,,,,,,,,,,,,,,,,,
1618,2147483647,,,,,,,,,,,,,,,,,,
1619,2147483647,,,,,,,,,,,,,,,,,,
1620,2147483647,,,,,,,,,,,,,,,,,,
1621,2147483647,,,,,,,,,,,,,,,,,,
1622,2147483647,,,,,,,,,,,,,,,,,,
1623,2147483647,,,,,,,,,,,,,,,,,,
1624,2147483647,,,,,,,,,,,,,,,,,,
1625,2147483647,,,,,,,,,,,,,,,,,,
1626,2147483647,,,,,,,,,,,,,,,,,,
1627,2147483647,,,,,,,,,,,,,,,,,,
1628,2147483647,,,,,,,,,,,,,,,,,,
1629,2147483647,,,,,,,,,,,,,,,,,,
1630,2147483647,,,,,,,,,,,,,,,,,,
1631,2147483647,,,,,,,,,,,,,,,,,,
1632,2147483647,,,,,,,,,,,,,,,,,,
1633,2147483647,,,,,,,,,,,,,,,,,,
1634,2147483647,,,,,,,,,,,,,,,,,,
1635,2147483647,,,,,,,,,,,,,,,,,,
1636,2147483647,,,,,,,,,,,,,,,,,,
1637,2147483647,,,,,,,,,,,,,,,,,,
1638,2147483647,,,,,,,,,,,,,,,,,,
1639,2147483647,,,,,,,,,,,,,,,,,,
1640,2147483647,,,,,,,,,,,,,,,,,,
1641,2147483647,,,,,,,,,,,,,,,,,,
1642,2147483647,,,,,,,,,,,,,,,,,,
1643,2147483647,,,,,,,,,,,,,,,,,,
1644,2147483647,,,,,,,,,,,,,,,,,,
1645,2147483647,,,,,,,,,,,,,,,,,,
1646,2147483647,,,,,,,,,,,,,,,,,,
1647,2147483647,,,,,,,,,,,,,,,,,,
1648,2147483647,,,,,,,,,,,,,,,,,,
1649,2147483647,,,,,,,,,,,,,,,,,,
1650,2147483647,,,,,,,,,,,,,,,,,,
1651,2147483647,,,,,,,,,,,,,,,,,,
1652,2147483647,,,,,,,,,,,,,,,,,,
1653,2147483647,,,,,,,,,,,,,,,,,,
1654,2147483647,,,,,,,,,,,,,,,,,,
1655,2147483647,,,,,,,,,,,,,,,,,,
1656,2147483647,,,,,,,,,,,,,,,,,,
1657,2147483647,,,,,,,,,,,,,,,,,,
1658,2147483647,,,,,,,,,,,,,,,,,,
1659,2147483647,,,,,,,,,,,,,,,,,,
1660,2147483647,,,,,,,,,,,,,,,,,,
1661,2147483647,,,,,,,,,,,,,,,,,,
1662,2147483647,,,,,,,,,,,,,,,,,,
1663,2147483647,,,,,,,,,,,,,,,,,,
1664,2147483647,,,,,,,,,,,,,,,,,,
1665,2147483647,,,,,,,,,,,,,,,,,,
1666,2147483647,,,,,,,,,,,,,,,,,,
1667,2147483647,,,,,,,,,,,,,,,,,,
1668,2147483647,,,,,,,,,,,,,,,,,,
1669,2147483647,,,,,,,,,,,,,,,,,,
1670,2147483647,,,,,,,,,,,,,,,,,,
1671,2147483647,,,,,,,,,,,,,,,,,,
1672,2147483647,,,,,,,,,,,,,,,,,,
1673,2147483647,,,,,,,,,,,,,,,,,,
1674,2147483647,,,,,,,,,,,,,,,,,,
1675,2147483647,,,,,,,,,,,,,,,,,,
1676,2147483647,,,,,,,,,,,,,,,,,,
1677,2147483647,,,,,,,,,,,,,,,,,,
1678,2147483647,,,,,,,,,,,,,,,,,,
1679,2147483647,,,,,,,,,,,,,,,,,,
